"codigo","TUSS","TUSSxRol","procedimento","RN","Vigencia","OD","AMB","HCO","HSO","PAC","DUT","subgrupo","grupo","capitulo"
20102143,"Tilt teste com provas farmacológicas","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20102151,"Gestão de pacientes com apneia obstrutiva do sono elegíveis para tratamento com pressão positiva contínua em via aérea","SIM","CONSULTA MÉDICA",NA,NA,NA,"AMB",NA,NA,NA,NA,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES","PROCEDIMENTOS GERAIS","PROCEDIMENTOS GERAIS"
20102160,"Monitorização ambulatorial da pressão arterial de 5 dias - MAPA 5d","SIM","MONITORIZAÇÃO AMBULATORIAL DA PRESSÃO ARTERIAL DE 5 DIAS - MAPA 5 DIAS (MONITORIZAÇÃO RESIDENCIAL DA PRESSÃO ARTERIAL - MRPA) - COM DIRETRIZ DE UTILIZAÇÂO","581/2023","12/072023",NA,"AMB",NA,NA,"REF","162","MONITORIZAÇÕES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20102178,"Monitorização contínua da insuficiência respiratória em pacientes com esclerose lateral amiotrófica (ELA) que necessitam de assitência ventilatória não-invasiva","SIM","CONSULTA MÉDICA",NA,NA,NA,"AMB",NA,NA,NA,NA,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES","PROCEDIMENTOS GERAIS","PROCEDIMENTOS GERAIS"
20103018,"Adaptação e treinamento de recursos ópticos para visão subnormal (por sessão) - binocular","SIM","ADAPTAÇÃO E TREINAMENTO DE RECURSOS ÓPTICOS",NA,NA,NA,"AMB",NA,NA,NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103026,"Amputação bilateral (preparação do coto)","SIM","AMPUTAÇÃO (PREPARAÇÃO DO COTO E TREINAMENTO PROTÉTICO)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103034,"Amputação bilateral (treinamento protético)","SIM","AMPUTAÇÃO (PREPARAÇÃO DO COTO E TREINAMENTO PROTÉTICO)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103042,"Amputação unilateral (preparação do coto)","SIM","AMPUTAÇÃO (PREPARAÇÃO DO COTO E TREINAMENTO PROTÉTICO)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103050,"Amputação unilateral (treinamento protético)","SIM","AMPUTAÇÃO (PREPARAÇÃO DO COTO E TREINAMENTO PROTÉTICO)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103069,"Assistência fisiátrica respiratória em pré e pós-operatório de condições cirúrgicas","SIM","REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103077,"Ataxias","SIM","REEDUCAÇÃO E REABILITAÇÃO NEUROLÓGICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103093,"Atendimento fisiátrico no pré e pós-operatório de pacientes para prevenção de sequelas","SIM","REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103093,"Atendimento fisiátrico no pré e pós-operatório de pacientes para prevenção de sequelas","SIM","REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103107,"Atendimento fisiátrico no pré e pós-parto","SIM","REABILITAÇÃO PERINEAL/VESICO-URETRAL COM OU SEM BIOFEEDBACK",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103107,"Atendimento fisiátrico no pré e pós-parto","SIM","REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103107,"Atendimento fisiátrico no pré e pós-parto","SIM","REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103115,"Atividade reflexa ou aplicação de técnica cinesioterápica específica","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103123,"Atividades em escola de postura (máximo de 10 pessoas) - por sessão","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103131,"Biofeedback com EMG","SIM","BIOFEEDBACK COM EMG",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103140,"Bloqueio fenólico, alcoólico ou com toxina botulínica por segmento corporal","SIM","BLOQUEIO COM TOXINA BOTULÍNICA TIPO A PARA TRATAMENTO DE DISTONIAS FOCAIS, ESPASMO HEMIFACIAL E ESPASTICIDADE (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO",NA,"8","NERVOS PERIFÉRICOS","SISTEMA NERVOSO - CENTRAL E PERIFÉRICO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
20103140,"Bloqueio fenólico, alcoólico ou com toxina botulínica por segmento corporal","SIM","BLOQUEIO FENÓLICO E/OU ALCOÓLICO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NERVOS PERIFÉRICOS","SISTEMA NERVOSO - CENTRAL E PERIFÉRICO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
20103158,"Confecção de órteses em material termo-sensível (por unidade)","SIM","Resolução Normativa nº 465/2021, Art. 19 Inciso VI",NA,NA,NA,NA,"HCO","HSO",NA,NA,NA,NA,NA
20103166,"Confecção de prótese imediata","SIM","Resolução Normativa nº 465/2021, Art. 19 Inciso VI",NA,NA,NA,NA,"HCO","HSO",NA,NA,NA,NA,NA
20103174,"Confecção de prótese provisória","SIM","Resolução Normativa nº 465/2021, Art. 19 Inciso VI",NA,NA,NA,NA,"HCO","HSO",NA,NA,NA,NA,NA
20103182,"Desvios posturais da coluna vertebral","SIM","REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103190,"Disfunção vésico-uretral","SIM","REABILITAÇÃO PERINEAL/VESICO-URETRAL COM OU SEM BIOFEEDBACK",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103204,"Distrofia simpático-reflexa","SIM","REEDUCAÇÃO E REABILITAÇÃO NEUROLÓGICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103212,"Distúrbios circulatórios artério-venosos e linfáticos","SIM","REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA LINFÁTICO E/OU VASCULAR PERIFÉRICO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103220,"Doenças pulmonares atendidas em ambulatório","SIM","REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103239,"Exercícios de ortóptica (por sessão)","SIM","EXERCÍCIOS DE ORTÓPTICA",NA,NA,NA,"AMB",NA,NA,NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103247,"Exercícios para reabilitação do asmático (ERAC) - por sessão coletiva","SIM","REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103255,"Exercícios para reabilitação do asmático (ERAI) - por sessão individual","SIM","REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103263,"Hemiparesia","SIM","REEDUCAÇÃO E REABILITAÇÃO NEURO-MÚSCULO-ESQUELÉTICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103271,"Hemiplegia","SIM","REEDUCAÇÃO E REABILITAÇÃO NEURO-MÚSCULO-ESQUELÉTICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103280,"Hemiplegia e hemiparesia com afasia","SIM","REEDUCAÇÃO E REABILITAÇÃO NEURO-MÚSCULO-ESQUELÉTICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103298,"Hipo ou agenesia de membros","SIM","REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103298,"Hipo ou agenesia de membros","SIM","REEDUCAÇÃO E REABILITAÇÃO NEURO-MÚSCULO-ESQUELÉTICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103301,"Infiltração de ponto gatilho (por músculo) ou agulhamento seco (por músculo)","SIM","INFILTRAÇÃO DE PONTO GATILHO OU AGULHAMENTO SECO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103310,"Lesão nervosa periférica afetando mais de um nervo com alterações sensitivas e/ou motoras","SIM","REEDUCAÇÃO E REABILITAÇÃO NEURO-MÚSCULO-ESQUELÉTICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103328,"Lesão nervosa periférica afetando um nervo com alterações sensitivas e/ou motoras","SIM","REEDUCAÇÃO E REABILITAÇÃO NEURO-MÚSCULO-ESQUELÉTICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103336,"Manipulação vertebral","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103344,"Miopatias","SIM","REEDUCAÇÃO E REABILITAÇÃO NEURO-MÚSCULO-ESQUELÉTICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103360,"Paciente com D.P.O.C. em atendimento ambulatorial necessitando reeducação e reabilitação respiratória","SIM","REEDUCAÇÃO E REABILITAÇÃO RESPIRATÓRIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103379,"Paciente em pós-operatório de cirurgia cardíaca, atendido em ambulatório, duas a três vezes por semana","SIM","REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103387,"Pacientes com doença isquêmica do coração, atendido em ambulatório de 8 a 24 semanas","SIM","REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103395,"Pacientes com doença isquêmica do coração, atendido em ambulatório, até 8 semanas de programa","SIM","REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103409,"Pacientes com doenças neuro-músculo-esqueléticas com envolvimento tegumentar","SIM","REEDUCAÇÃO E REABILITAÇÃO NEURO-MÚSCULO-ESQUELÉTICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103417,"Pacientes sem doença coronariana clinicamente manifesta, mas considerada de alto risco, atendido em ambulatório, duas a três vezes por semana","SIM","REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103425,"Paralisia cerebral","SIM","REEDUCAÇÃO E REABILITAÇÃO NEUROLÓGICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103433,"Paralisia cerebral com distúrbio de comunicação","SIM","REEDUCAÇÃO E REABILITAÇÃO NEUROLÓGICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103441,"Paraparesia/tetraparesia","SIM","REEDUCAÇÃO E REABILITAÇÃO NEUROLÓGICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103450,"Paraplegia e tetraplegia","SIM","REEDUCAÇÃO E REABILITAÇÃO NEUROLÓGICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103468,"Parkinson","SIM","REEDUCAÇÃO E REABILITAÇÃO NEUROLÓGICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103476,"Patologia neurológica com dependência de atividades da vida diária","SIM","REEDUCAÇÃO E REABILITAÇÃO NEUROLÓGICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103476,"Patologia neurológica com dependência de atividades da vida diária","SIM","REEDUCAÇÃO E REABILITAÇÃO NO RETARDO DO DESENVOLVIMENTO PSICOMOTOR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103484,"Patologia osteomioarticular em um membro","SIM","REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103492,"Patologia osteomioarticular em dois ou mais membros","SIM","REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103506,"Patologia osteomioarticular em um segmento da coluna","SIM","REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103514,"Patologia osteomioarticular em diferentes segmentos da coluna","SIM","REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103522,"Patologias osteomioarticulares com dependência de atividades da vida diária","SIM","REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU REUMÁTICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103530,"Recuperação funcional pós-operatória ou por imobilização da patologia vertebral","SIM","REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103549,"Procedimentos mesoterápicos (por região anatômica)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103557,"Procedimentos mesoterápicos com calcitonina (qualquer segmento)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103565,"Processos inflamatórios pélvicos","SIM","REEDUCAÇÃO E/OU REABILITAÇÃO NOS PROCESSOS INFLAMATÓRIOS PÉLVICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103573,"Programa de exercício supervisionado com obtenção de eletrocardiograma e/ou saturação de O2 - sessão individual","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103581,"Programa de exercício supervisionado com obtenção de eletrocardiograma e/ou saturação de O2 - sessão coletiva","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103590,"Programa de exercício supervisionado sem obtenção de eletrocardiograma e/ou saturação de O2 - sessão individual","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103603,"Programa de exercício supervisionado sem obtenção de eletrocardiograma e/ou saturação de O2 - sessão coletiva","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103611,"Queimados - seguimento ambulatorial para prevenção de sequelas (por segmento)","SIM","REEDUACAÇÃO E REABILITAÇÃO DE QUEIMADOS PARA PREVENÇÃO DE SEQUELAS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103620,"Reabilitação de paciente com endoprótese","SIM","REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103620,"Reabilitação de paciente com endoprótese","SIM","REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103638,"Reabilitação labiríntica (por sessão)","SIM","REABILITAÇÃO LABIRÍNTICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103646,"Reabilitação perineal com biofeedback","SIM","REABILITAÇÃO PERINEAL/VESICO-URETRAL COM OU SEM BIOFEEDBACK",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103654,"Recuperação funcional de distúrbios crânio-faciais","SIM","REEDUCAÇÃO E/OU REABILITAÇÃO DE DISTÚRBIOS CRÂNIO-FACIAIS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103662,"Recuperação funcional pós-operatória ou pós-imobilização gessada de patologia osteomioarticular com complicações neurovasculares afetando um membro","SIM","REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
20103670,"Recuperação funcional pós-operatória ou pós-imobilização gessada de patologia osteomioarticular com complicações neurovasculares afetando mais de um membro","SIM","REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS ESPECÍFICAS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"REABILITAÇÃO","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
